Independent,P-Value,Relationship,DepPos,Dependent,Hypothesis ID,Supported,Mediator/Moderator,IndPos,Relationship ID,MidPos,Type,Source ID
51960,.05,Positive Effect,"(300, 0)",51962,884-1,1,52040,"(-300, 125)",284,"(-200, -350)",Moderator,884
51960,.05,Positive Effect,"(300, -250)",51963,884-1,1,52040,"(-300, 125)",285,"(-200, -350)",Moderator,884
51962,.05,Positive Effect,,51962,884-2a,1,52040,"(300, 0)",286,"(-200, -350)",Moderator,884
51963,.05,Positive Effect,,51963,884-2b,1,52040,"(300, -250)",287,"(-200, -350)",Moderator,884
51960,.05,Positive Effect,"(300, 0)",51962,884-3a,1,52040,"(-300, 125)",288,"(-200, -350)",Moderator,884
51961,.05,Positive Effect,"(300, 0)",51962,884-3a,1,52040,"(-300, -250)",289,"(-200, -350)",Moderator,884
51962,.05,Positive Effect,,51962,884-3a,1,52040,"(300, 0)",290,"(-200, -350)",Moderator,884
51960,.05,Positive Effect,"(300, -250)",51963,884-3b,1,52040,"(-300, 125)",291,"(-200, -350)",Moderator,884
51961,.05,Positive Effect,"(300, -250)",51963,884-3b,1,52040,"(-300, -250)",292,"(-200, -350)",Moderator,884
51938,.05,Effect,"(300, -250)",2118,885-1,1,,"(-200, -100)",293,,Regular,885
51938,.05,,"(300, -84)",2120,885-1,1,,"(-200, -100)",294,,Regular,885
51938,.05,,"(300, 82)",2121,885-1,1,,"(-200, -100)",295,,Regular,885
51939,.05,Effect,"(300, -250)",2118,885-1,1,,"(-200, 50)",296,,Regular,885
51939,.05,Effect,"(300, -84)",2120,885-1,1,,"(-200, 50)",297,,Regular,885
51939,.05,Effect,"(300, 82)",2121,885-1,1,,"(-200, 50)",298,,Regular,885
51938,,Effect,"(300, 105)",51899,885-2,1,,"(-200, -100)",299,,Regular,885
51939,,Effect,"(300, 105)",51899,885-2,1,,"(-200, 50)",300,,Regular,885
51938,,Effect,"(300, 176)",51898,885-2,1,,"(-200, -100)",301,,Regular,885
51939,,Effect,"(300, 176)",51898,885-2,1,,"(-200, 50)",302,,Regular,885
51938,.01,Positive Effect,"(300, -250)",51935,885-3,1,,"(-200, -100)",303,,Regular,885
51938,.01,Positive Effect,"(300, -1)",51937,885-3,1,,"(-200, -100)",304,,Regular,885
51938,.01,Positive Effect,"(300, -188)",51936,885-3,1,,"(-200, -100)",305,,Regular,885
51939,.01,Positive Effect,"(300, -250)",51935,885-3,1,,"(-200, 50)",306,,Regular,885
51939,.01,Positive Effect,"(300, -1)",51937,885-3,1,,"(-200, 50)",307,,Regular,885
51939,.01,Positive Effect,"(300, -188)",51936,885-3,1,,"(-200, 50)",308,,Regular,885
51934,.001,Effect,"(300, -1)",51937,885-4a,1,51938,"(-300, -126)",309,"(-200, -100)",Moderator,885
51934,.001,Effect,"(300, -126)",51933,885-4a,1,51938,"(-300, -126)",310,"(-200, -100)",Moderator,885
51934,.001,Effect,"(300, -1)",51937,885-4a,1,51939,"(-300, -126)",311,"(-200, 50)",Moderator,885
51934,.001,Effect,"(300, -126)",51933,885-4a,1,51939,"(-300, -126)",312,"(-200, 50)",Moderator,885
51934,,Effect,"(300, 176)",51898,885-4b,1,51938,"(-300, -126)",313,"(-200, -100)",Moderator,885
51934,,Effect,"(300, 105)",51899,885-4b,1,51938,"(-300, -126)",314,"(-200, -100)",Moderator,885
51934,,Effect,"(300, 176)",51898,885-4b,1,51938,"(-300, -126)",315,"(-200, -100)",Moderator,885
51934,,Effect,"(300, -250)",51935,885-4b,1,51938,"(-300, -126)",316,"(-200, -100)",Moderator,885
51934,,Effect,"(300, -188)",51936,885-4b,1,51938,"(-300, -126)",317,"(-200, -100)",Moderator,885
51934,,Effect,"(300, 176)",51898,885-4b,1,51939,"(-300, -126)",318,"(-200, 50)",Moderator,885
51934,,Effect,"(300, 105)",51899,885-4b,1,51939,"(-300, -126)",319,"(-200, 50)",Moderator,885
51934,,Effect,"(300, 176)",51898,885-4b,1,51939,"(-300, -126)",320,"(-200, 50)",Moderator,885
51934,,Effect,"(300, -250)",51935,885-4b,1,51939,"(-300, -126)",321,"(-200, 50)",Moderator,885
51934,,Effect,"(300, -188)",51936,885-4b,1,51939,"(-300, -126)",322,"(-200, 50)",Moderator,885
51934,,Effect,"(300, -126)",51933,885-4b,1,51939,"(-300, -126)",323,"(-200, 50)",Moderator,885
2090,.05,Positive Effect,"(300, 0)",2089,886-1,1,,"(200, -184)",324,,Regular,886
51957,,Positive Effect,"(200, -184)",2090,886-2a,1,,"(-300, -250)",325,,Regular,886
51959,,Positive Effect,"(200, -184)",2090,886-2a,1,,"(-300, 0)",326,,Regular,886
2091,.05,Positive Effect,"(200, -184)",2090,886-2b,1,,"(-300, -250)",327,,Regular,886
51955,.05,Effect,"(300, 0)",2089,886-3,1,2090,"(-300, -84)",328,"(200, -184)",Mediator,886
51956,.05,Effect,"(300, 0)",2089,886-3,1,2090,"(-300, 82)",329,"(200, -184)",Mediator,886
51957,.05,Effect,"(300, 0)",2089,886-3,1,2090,"(-300, -250)",330,"(200, -184)",Mediator,886
51958,.05,Effect,"(300, 0)",2089,886-3,1,2090,"(-300, -125)",331,"(200, -184)",Mediator,886
51959,.05,Effect,"(300, 0)",2089,886-3,1,2090,"(-300, 0)",332,"(200, -184)",Mediator,886
2138,,Positive Effect,"(300, -84)",2135,887-1,1,,"(-300, 82)",333,,Regular,887
2138,,Positive Effect,"(300, 82)",2136,887-1,1,,"(-300, 82)",334,,Regular,887
2138,,Effect,"(300, -84)",2135,887-2,1,2139,"(-300, 82)",335,"(200, -350)",Mediator,887
2138,,Effect,"(300, 82)",2136,887-2,1,2139,"(-300, 82)",336,"(200, -350)",Mediator,887
2138,,Effect,"(300, -84)",2135,887-2,1,52014,"(-300, 82)",337,"(200, -350)",Mediator,887
2138,,Effect,"(300, 82)",2136,887-2,1,52014,"(-300, 82)",338,"(200, -350)",Mediator,887
2112,.05,Positive Effect,"(300, -250)",2110,888-1,1,2113,"(-300, -250)",339,"(-200, -350)",Moderator,888
2111,.01,Effect,"(-300, -84)",2116,890-1,1,2114,"(-300, 0)",340,"(-300, -250)",Mediator,890
2114,.05,Effect,"(300, -250)",53550,890-2,1,2116,"(-300, -250)",341,"(-300, -84)",Mediator,890
2111,.01,Effect,"(300, -84)",2126,890-3,1,2125,"(-300, 0)",342,"(-300, -250)",Mediator,890
2125,.01,Effect,"(300, -250)",53550,890-4,1,2126,"(-300, -250)",343,"(300, -84)",Mediator,890
2116,.01,Positive Effect,"(300, -84)",2126,890-5,1,,"(-300, -84)",344,,Regular,890
2160,.01,Negative Effect,"(300, -250)",2159,891-1a,1,,"(-300, -250)",345,,Regular,891
2160,,Positive Effect,"(300, -250)",2159,891-1b,1,,"(-300, -250)",346,,Regular,891
2161,.001,Positive Effect,"(300, -250)",2159,891-2a,1,,"(-200, -350)",347,,Regular,891
2160,,Effect,"(300, -250)",2159,891-2b,1,2161,"(-300, -250)",348,"(-200, -350)",Moderator,891
2164,.001,Positive Effect,"(300, -250)",2159,891-3a,1,,"(-200, -350)",349,,Regular,891
2160,.01,Negative Effect,"(300, -250)",2159,891-3b,1,2164,"(-300, -250)",350,"(-200, -350)",Moderator,891
2160,,Negative Effect,"(300, -250)",2159,891-4,1,2165,"(-300, -250)",351,"(-200, -350)",Moderator,891
52438,.001,Effect,"(300, 0)",52442,892-1a,1,52440,"(-300, 0)",352,"(-200, -184)",Moderator,892
52438,.001,Effect,"(300, 0)",52442,892-1b,1,52440,"(-300, 0)",353,"(-200, -184)",Moderator,892
52438,.001,Effect,"(300, 0)",52442,892-1b,1,52439,"(-300, 0)",354,"(-200, -18)",Moderator,892
52445,.05,Effect,"(300, 82)",52443,892-1a,1,52440,"(-300, 82)",355,"(-200, -184)",Moderator,892
52445,.05,Effect,"(300, 82)",52443,892-1b,1,52440,"(-300, 82)",356,"(-200, -184)",Moderator,892
52445,.05,Effect,"(300, 82)",52443,892-1b,1,52439,"(-300, 82)",357,"(-200, -18)",Moderator,892
2129,.05,Positive Effect,"(200, -100)",2131,893-1,1,,"(300, -1)",358,,Regular,893
2129,.05,Positive Effect,"(200, -18)",2132,893-1,1,,"(300, -1)",359,,Regular,893
2129,.05,Positive Effect,"(200, -100)",2133,893-1,1,,"(300, -1)",360,,Regular,893
2130,.001,Positive Effect,"(200, -100)",2131,893-2,1,,"(300, 82)",361,,Regular,893
2130,.001,Positive Effect,"(200, -18)",2132,893-2,1,,"(300, 82)",362,,Regular,893
2130,.001,Positive Effect,"(200, -100)",2133,893-2,1,,"(300, 82)",363,,Regular,893
2128,.01,Positive Effect,"(200, -100)",2131,893-3,1,,"(300, 165)",364,,Regular,893
2128,.01,Positive Effect,"(200, -18)",2132,893-3,1,,"(300, 165)",365,,Regular,893
2128,.01,Positive Effect,"(200, -100)",2133,893-3,1,,"(300, 165)",366,,Regular,893
2131,.01,Positive Effect,"(-300, 165)",52158,893-4,1,,"(200, -100)",367,,Regular,893
2132,.01,Positive Effect,"(-300, 165)",52158,893-4,1,,"(200, -18)",368,,Regular,893
2133,.01,Positive Effect,"(-300, 165)",52158,893-4,1,,"(200, -100)",369,,Regular,893
52158,.01,Effect,"(300, -1)",2129,893-5,1,2131,"(-300, 165)",370,"(200, -100)",Mediator,893
52158,.01,Effect,"(300, 82)",2130,893-5,1,2131,"(-300, 165)",371,"(200, -100)",Mediator,893
52158,.01,Effect,"(300, 165)",2128,893-5,1,2131,"(-300, 165)",372,"(200, -100)",Mediator,893
52158,.01,Effect,"(300, -1)",2129,893-5,1,2132,"(-300, 165)",373,"(200, -18)",Mediator,893
52158,.01,Effect,"(300, 82)",2130,893-5,1,2132,"(-300, 165)",374,"(200, -18)",Mediator,893
52158,.01,Effect,"(300, 165)",2128,893-5,1,2132,"(-300, 165)",375,"(200, -18)",Mediator,893
52158,.01,Effect,"(300, -1)",2129,893-5,1,2133,"(-300, 165)",376,"(200, -100)",Mediator,893
52158,.01,Effect,"(300, 82)",2130,893-5,1,2133,"(-300, 165)",377,"(200, -100)",Mediator,893
52158,.01,Effect,"(300, 165)",2128,893-5,1,2133,"(-300, 165)",378,"(200, -100)",Mediator,893
52336,,Effect,"(300, -250)",2166,1004-1,1,,"(-300, -250)",379,,Regular,1004
52336,.01,Effect,"(300, 0)",52330,1004-1,1,,"(-300, -250)",380,,Regular,1004
2162,.01,Positive Effect,"(300, 0)",52330,1004-2,1,,"(-200, -350)",381,,Regular,1004
52332,.01,Negative Effect,"(300, -150)",52329,1004-3a,1,,"(-300, 125)",382,,Regular,1004
52332,.01,Negative Effect,"(300, -50)",2163,1004-3a,1,,"(-300, 125)",383,,Regular,1004
52331,.01,Negative Effect,"(300, -150)",52329,1004-3a,1,,"(-300, -250)",384,,Regular,1004
52331,.01,Negative Effect,"(300, -50)",2163,1004-3a,1,,"(-300, -250)",385,,Regular,1004
52332,.01,Positive Effect,"(300, 150)",2167,1004-3b,1,,"(-300, 125)",386,,Regular,1004
52331,.01,Positive Effect,"(300, 150)",2167,1004-3b,1,,"(-300, -250)",387,,Regular,1004
52332,.01,Positive Effect,"(300, 50)",2168,1004-3b,1,,"(-300, 125)",388,,Regular,1004
52331,.01,Positive Effect,"(300, 50)",2168,1004-3b,1,,"(-300, -250)",389,,Regular,1004
52334,.01,Effect,"(300, -150)",52329,1004-4a,1,2162,"(-300, 150)",390,"(-200, -350)",Moderator,1004
52334,.01,Effect,"(300, -50)",2163,1004-4a,1,2162,"(-300, 150)",391,"(-200, -350)",Moderator,1004
52334,,Effect,"(300, 50)",2168,1004-4b,1,2162,"(-300, 150)",392,"(-200, -350)",Moderator,1004
52334,,Effect,"(300, 150)",2167,1004-4b,1,2162,"(-300, 150)",393,"(-200, -350)",Moderator,1004
2140,.01,Effect,"(300, 125)",2148,1005-1a,1,2146,"(-200, -100)",394,"(-300, 125)",Moderator,1005
2140,.05,Effect,"(-200, -225)",2150,1005-1a,1,2146,"(-200, -100)",395,"(-300, 125)",Moderator,1005
2140,.01,Effect,"(300, 125)",2148,1005-1a,1,2147,"(-200, -100)",396,"(-200, -18)",Moderator,1005
2140,.01,Effect,"(-200, -225)",2150,1005-1a,1,2147,"(-200, -100)",397,"(-200, -18)",Moderator,1005
2140,.01,Effect,"(300, -125)",52344,1005-1b,1,2146,"(-200, -100)",398,"(-300, 125)",Moderator,1005
2140,.01,Effect,"(300, -125)",52344,1005-1b,1,2147,"(-200, -100)",399,"(-200, -18)",Moderator,1005
2140,.01,Effect,"(300, -125)",52344,1005-1b,1,2148,"(-200, -100)",400,"(300, 125)",Moderator,1005
2140,.01,Effect,"(300, -125)",52344,1005-1b,1,2150,"(-200, -100)",401,"(-200, -225)",Moderator,1005
2140,.01,Effect,"(300, 125)",2148,1005-2,1,,"(-200, -100)",402,,Regular,1005
2146,.05,Effect,"(300, 125)",2148,1005-3,1,2140,"(-300, 125)",403,"(-200, -100)",Moderator,1005
52355,.05,Effect,"(300, -250)",2225,1006-1,1,,"(-300, -250)",404,,Regular,1006
52355,.05,Effect,"(300, -84)",2231,1006-2,1,,"(-300, -250)",405,,Regular,1006
2231,.01,Positive Effect,"(300, 0)",2237,1006-3,1,,"(300, -84)",406,,Regular,1006
2231,.05,Positive Effect,"(-300, -84)",2236,1006-4,1,,"(300, -84)",407,,Regular,1006
2236,.01,Effect,"(300, -84)",2231,1006-5,1,2224,"(-300, -84)",408,"(-200, -350)",Moderator,1006
52399,.01,Negative Effect,"(200, -100)",52384,1007-1,1,,"(-300, -250)",409,,Regular,1007
52398,,Negative Effect,"(200, -100)",52384,1007-2,1,,"(-300, -125)",410,,Regular,1007
52392,.001,Positive Effect,"(200, -100)",52384,1007-3,1,,"(-300, 0)",411,,Regular,1007
52384,.01,Negative Effect,"(300, 82)",52385,1007-4a,1,,"(200, -100)",412,,Regular,1007
52384,.001,Negative Effect,"(300, -125)",52386,1007-4b,1,,"(200, -100)",413,,Regular,1007
52399,,Effect,"(300, 82)",52385,1007-5a,1,52384,"(-300, -250)",414,"(200, -100)",Mediator,1007
52399,,Effect,"(300, -125)",52386,1007-5b,1,52384,"(-300, -250)",415,"(200, -100)",Mediator,1007
52398,,Effect,"(300, -125)",52386,1007-5b,1,52384,"(-300, -125)",416,"(200, -100)",Mediator,1007
52429,.05,Negative Effect,"(300, 0)",2156,1008-1a,1,,"(-300, -250)",417,,Regular,1008
52429,.05,Negative Effect,"(300, 125)",2155,1008-1b,1,,"(-300, -250)",418,,Regular,1008
2152,,Positive Effect,"(300, 0)",2156,1008-2a,1,,"(-300, -250)",419,,Regular,1008
2152,,Negative Effect,"(300, 125)",2155,1008-2b,1,,"(-300, -250)",420,,Regular,1008
2154,.05,Positive Effect,"(300, 0)",2156,1008-3a,1,,"(-300, 82)",421,,Regular,1008
2154,.05,Positive Effect,"(300, 125)",2155,1008-3b,1,,"(-300, 82)",422,,Regular,1008
2153,,Positive Effect,"(300, 0)",2156,1008-4a,1,,"(-300, 125)",423,,Regular,1008
2153,.05,Positive Effect,"(300, 125)",2155,1008-4b,1,,"(-300, 125)",424,,Regular,1008
2153,.05,Effect,"(300, 0)",2156,1008-5a,1,2158,"(-300, 125)",425,"(-200, -350)",Moderator,1008
2153,,Effect,"(300, 125)",2155,1008-5b,1,2158,"(-300, 125)",426,"(-200, -350)",Moderator,1008
2181,.01,Negative Effect,"(300, 0)",2177,1009-2a,1,,"(300, -250)",430,,Regular,1009
2182,.01,Positive Effect,"(300, 0)",2177,1009-2b,1,,"(300, -125)",431,,Regular,1009
2183,,No Effect,"(300, 0)",2177,1009-2c,1,,"(300, 0)",432,,Regular,1009
2178,.05,Negative Effect,"(300, -250)",2181,1009-3a,1,,"(-300, 82)",433,,Regular,1009
2178,,No Effect,"(300, -125)",2182,1009-3b,1,,"(-300, 82)",434,,Regular,1009
2178,.01,Negative Effect,"(300, 0)",2183,1009-3c,1,,"(-300, 82)",435,,Regular,1009
2179,.01,Positive Effect,"(300, -250)",2181,1009-4a,1,,"(-300, 0)",436,,Regular,1009
2179,,Positive Effect,"(300, -125)",2182,1009-4b,1,,"(-300, 0)",437,,Regular,1009
2179,.01,Positive Effect,"(300, 0)",2183,1009-4c,1,,"(-300, 0)",438,,Regular,1009
52452,,Positive Effect,"(300, -215)",2171,1010-1,1,52454,"(-300, -110)",439,"(-200, -8)",Moderator,1010
52452,,Positive Effect,"(300, -180)",2172,1010-1,1,52454,"(-300, -110)",440,"(-200, -8)",Moderator,1010
52452,,Positive Effect,"(300, -145)",2174,1010-1,1,52454,"(-300, -110)",441,"(-200, -8)",Moderator,1010
52452,,Positive Effect,"(300, -52)",2180,1010-1,1,52454,"(-300, -110)",442,"(-200, -8)",Moderator,1010
52459,,Positive Effect,"(300, -151)",2184,1010-1,1,52456,"(-300, -52)",443,"(-200, 70)",Moderator,1010
52459,,Positive Effect,"(300, -118)",2185,1010-1,1,52456,"(-300, -52)",444,"(-200, 70)",Moderator,1010
52459,,Positive Effect,"(300, -85)",2186,1010-1,1,52456,"(-300, -52)",445,"(-200, 70)",Moderator,1010
52459,,Positive Effect,"(300, -52)",2180,1010-1,1,52456,"(-300, -52)",446,"(-200, 70)",Moderator,1010
52453,,Positive Effect,"(300, -215)",2171,1010-1,1,52454,"(-300, -250)",447,"(-200, -8)",Moderator,1010
52453,,Positive Effect,"(300, -180)",2172,1010-1,1,52454,"(-300, -250)",448,"(-200, -8)",Moderator,1010
52453,,Positive Effect,"(300, -145)",2174,1010-1,1,52454,"(-300, -250)",449,"(-200, -8)",Moderator,1010
52453,,Positive Effect,"(300, -52)",2180,1010-1,1,52454,"(-300, -250)",450,"(-200, -8)",Moderator,1010
52460,,Positive Effect,"(300, -215)",2171,1010-1,1,52456,"(-300, -184)",451,"(-200, 70)",Moderator,1010
52460,,Positive Effect,"(300, -118)",2185,1010-1,1,52456,"(-300, -184)",452,"(-200, 70)",Moderator,1010
52460,,Positive Effect,"(300, -85)",2186,1010-1,1,52456,"(-300, -184)",453,"(-200, 70)",Moderator,1010
52460,,Positive Effect,"(300, -52)",2180,1010-1,1,52456,"(-300, -184)",454,"(-200, 70)",Moderator,1010
52451,,Positive Effect,"(300, -215)",2171,1010-1,1,52454,"(-300, 92)",455,"(-200, -8)",Moderator,1010
52451,,Positive Effect,"(300, -180)",2172,1010-1,1,52454,"(-300, 92)",456,"(-200, -8)",Moderator,1010
52451,,Positive Effect,"(300, -145)",2174,1010-1,1,52454,"(-300, 92)",457,"(-200, -8)",Moderator,1010
52451,,Positive Effect,"(300, -52)",2180,1010-1,1,52454,"(-300, 92)",458,"(-200, -8)",Moderator,1010
52458,,Positive Effect,"(300, -215)",2171,1010-1,1,52456,"(-300, 170)",459,"(-200, 70)",Moderator,1010
52458,,Positive Effect,"(300, -118)",2185,1010-1,1,52456,"(-300, 170)",460,"(-200, 70)",Moderator,1010
52458,,Positive Effect,"(300, -85)",2186,1010-1,1,52456,"(-300, 170)",461,"(-200, 70)",Moderator,1010
52458,,Positive Effect,"(300, -52)",2180,1010-1,1,52456,"(-300, 170)",462,"(-200, 70)",Moderator,1010
52452,.05,Positive Effect,"(300, -215)",2171,1010-2,1,52455,"(-300, -110)",463,"(-200, -210)",Moderator,1010
52452,.05,Positive Effect,"(300, -180)",2172,1010-2,1,52455,"(-300, -110)",464,"(-200, -210)",Moderator,1010
52452,.05,Positive Effect,"(300, -145)",2174,1010-2,1,52455,"(-300, -110)",465,"(-200, -210)",Moderator,1010
52452,.05,Positive Effect,"(300, -52)",2180,1010-2,1,52455,"(-300, -110)",466,"(-200, -210)",Moderator,1010
52459,.05,Positive Effect,"(300, -151)",2184,1010-2,1,52457,"(-300, -52)",467,"(-200, -152)",Moderator,1010
52459,.05,Positive Effect,"(300, -118)",2185,1010-2,1,52457,"(-300, -52)",468,"(-200, -152)",Moderator,1010
52459,.05,Positive Effect,"(300, -85)",2186,1010-2,1,52457,"(-300, -52)",469,"(-200, -152)",Moderator,1010
52459,.05,Positive Effect,"(300, -52)",2180,1010-2,1,52457,"(-300, -52)",470,"(-200, -152)",Moderator,1010
52453,.05,Positive Effect,"(300, -215)",2171,1010-2,1,52455,"(-300, -250)",471,"(-200, -210)",Moderator,1010
52453,.05,Positive Effect,"(300, -180)",2172,1010-2,1,52455,"(-300, -250)",472,"(-200, -210)",Moderator,1010
52453,.05,Positive Effect,"(300, -145)",2174,1010-2,1,52455,"(-300, -250)",473,"(-200, -210)",Moderator,1010
52453,.05,Positive Effect,"(300, -52)",2180,1010-2,1,52455,"(-300, -250)",474,"(-200, -210)",Moderator,1010
52460,.05,Positive Effect,"(300, -151)",2184,1010-2,1,52457,"(-300, -184)",475,"(-200, -152)",Moderator,1010
52460,.05,Positive Effect,"(300, -118)",2185,1010-2,1,52457,"(-300, -184)",476,"(-200, -152)",Moderator,1010
52460,.05,Positive Effect,"(300, -85)",2186,1010-2,1,52457,"(-300, -184)",477,"(-200, -152)",Moderator,1010
52460,.05,Positive Effect,"(300, -52)",2180,1010-2,1,52457,"(-300, -184)",478,"(-200, -152)",Moderator,1010
52451,.05,Positive Effect,"(300, -215)",2171,1010-2,1,52455,"(-300, 92)",479,"(-200, -210)",Moderator,1010
52451,.05,Positive Effect,"(300, -180)",2172,1010-2,1,52455,"(-300, 92)",480,"(-200, -210)",Moderator,1010
52451,.05,Positive Effect,"(300, -145)",2174,1010-2,1,52455,"(-300, 92)",481,"(-200, -210)",Moderator,1010
52451,.05,Positive Effect,"(300, -52)",2180,1010-2,1,52455,"(-300, 92)",482,"(-200, -210)",Moderator,1010
52458,.05,Positive Effect,"(300, -151)",2184,1010-2,1,52457,"(-300, 170)",483,"(-200, -152)",Moderator,1010
52458,.05,Positive Effect,"(300, -118)",2185,1010-2,1,52457,"(-300, 170)",484,"(-200, -152)",Moderator,1010
52458,.05,Positive Effect,"(300, -85)",2186,1010-2,1,52457,"(-300, 170)",485,"(-200, -152)",Moderator,1010
52458,.05,Positive Effect,"(300, -52)",2180,1010-2,1,52457,"(-300, 170)",486,"(-200, -152)",Moderator,1010
52453,.01,Effect,"(300, -215)",2171,1010-3,1,52454,"(-300, -250)",487,"(-200, -8)",Moderator,1010
52453,.01,Effect,"(300, -180)",2172,1010-3,1,52454,"(-300, -250)",488,"(-200, -8)",Moderator,1010
52453,.01,Effect,"(300, -145)",2174,1010-3,1,52454,"(-300, -250)",489,"(-200, -8)",Moderator,1010
52453,.01,Effect,"(300, -52)",2180,1010-3,1,52454,"(-300, -250)",490,"(-200, -8)",Moderator,1010
52452,.01,Effect,"(300, -215)",2171,1010-3,1,52454,"(-300, -110)",491,"(-200, -8)",Moderator,1010
52452,.01,Effect,"(300, -180)",2172,1010-3,1,52454,"(-300, -110)",492,"(-200, -8)",Moderator,1010
52452,.01,Effect,"(300, -145)",2174,1010-3,1,52454,"(-300, -110)",493,"(-200, -8)",Moderator,1010
52452,.01,Effect,"(300, -52)",2180,1010-3,1,52454,"(-300, -110)",494,"(-200, -8)",Moderator,1010
52453,.01,Effect,"(300, -215)",2171,1010-3,1,52455,"(-300, -250)",495,"(-200, -210)",Moderator,1010
52453,.01,Effect,"(300, -180)",2172,1010-3,1,52455,"(-300, -250)",496,"(-200, -210)",Moderator,1010
52453,.01,Effect,"(300, -145)",2174,1010-3,1,52455,"(-300, -250)",497,"(-200, -210)",Moderator,1010
52453,.01,Effect,"(300, -52)",2180,1010-3,1,52455,"(-300, -250)",498,"(-200, -210)",Moderator,1010
52451,.01,Effect,"(300, -215)",2171,1010-3,1,52455,"(-300, 92)",499,"(-200, -210)",Moderator,1010
52451,.01,Effect,"(300, -180)",2172,1010-3,1,52455,"(-300, 92)",500,"(-200, -210)",Moderator,1010
52451,.01,Effect,"(300, -145)",2174,1010-3,1,52455,"(-300, 92)",501,"(-200, -210)",Moderator,1010
52451,.01,Effect,"(300, -52)",2180,1010-3,1,52455,"(-300, 92)",502,"(-200, -210)",Moderator,1010
52460,.01,Effect,"(300, -151)",2184,1010-3,1,52456,"(-300, -184)",503,"(-200, 70)",Moderator,1010
52460,.01,Effect,"(300, -118)",2185,1010-3,1,52456,"(-300, -184)",504,"(-200, 70)",Moderator,1010
52460,.01,Effect,"(300, -85)",2186,1010-3,1,52456,"(-300, -184)",505,"(-200, 70)",Moderator,1010
52460,.01,Effect,"(300, -52)",2180,1010-3,1,52456,"(-300, -184)",506,"(-200, 70)",Moderator,1010
52459,.01,Effect,"(300, -151)",2184,1010-3,1,52456,"(-300, -52)",507,"(-200, 70)",Moderator,1010
52459,.01,Effect,"(300, -118)",2185,1010-3,1,52456,"(-300, -52)",508,"(-200, 70)",Moderator,1010
52459,.01,Effect,"(300, -85)",2186,1010-3,1,52456,"(-300, -52)",509,"(-200, 70)",Moderator,1010
52459,.01,Effect,"(300, -52)",2180,1010-3,1,52456,"(-300, -52)",510,"(-200, 70)",Moderator,1010
52460,.01,Effect,"(300, -151)",2184,1010-3,1,52457,"(-300, -184)",511,"(-200, -152)",Moderator,1010
52460,.01,Effect,"(300, -118)",2185,1010-3,1,52457,"(-300, -184)",512,"(-200, -152)",Moderator,1010
52460,.01,Effect,"(300, -85)",2186,1010-3,1,52457,"(-300, -184)",513,"(-200, -152)",Moderator,1010
52460,.01,Effect,"(300, -52)",2180,1010-3,1,52457,"(-300, -184)",514,"(-200, -152)",Moderator,1010
