Independent,P-Value,Relationship,DepPos,Dependent,Hypothesis ID,Supported,Mediator/Moderator,IndPos,Relationship ID,MidPos,Type,Source ID
2403,.05,Positive Effect,"(300, -250)",2400,1036-1d,1,,"(-300, -250)",779,,Regular,1036
2404,.05,Positive Effect,"(300, -167)",2399,1036-2a,1,,"(-300, 82)",780,,Regular,1036
2404,.05,Negative Effect,"(300, -250)",2400,1036-2b,1,,"(-300, 82)",781,,Regular,1036
2405,.05,Positive Effect,"(300, -167)",2399,1036-2c,1,,"(-300, -125)",782,,Regular,1036
2405,,Negative Effect,"(300, -250)",2400,1036-2d,1,,"(-300, -125)",783,,Regular,1036
2406,,Positive Effect,"(300, -167)",2399,1036-3a,1,,"(-300, -150)",784,,Regular,1036
2406,,Negative Effect,"(300, -250)",2400,1036-3b,1,,"(-300, -150)",785,,Regular,1036
2406,.05,Positive Effect,"(300, -167)",2399,1036-3c,1,,"(-300, -150)",786,,Regular,1036
2406,,Negative Effect,"(300, -250)",2400,1036-3d,1,,"(-300, -150)",787,,Regular,1036
52809,,Negative Effect,"(300, -167)",2399,1036-4a,1,,"(-300, -250)",788,,Regular,1036
52809,.05,Positive Effect,"(300, -250)",2400,1036-4b,1,,"(-300, -250)",789,,Regular,1036
52809,.05,Negative Effect,"(300, -167)",2399,1036-4c,1,,"(-300, -250)",790,,Regular,1036
52809,.05,Positive Effect,"(300, -250)",2400,1036-4d,1,,"(-300, -250)",791,,Regular,1036
52949,.05,Positive Effect,"(300, -167)",2399,1036-5,1,,"(-300, -167)",792,,Regular,1036
52811,.01,Positive Effect,"(200, -100)",52816,1037-1,1,,"(-300, -250)",793,,Regular,1037
52812,.01,Positive Effect,"(200, -100)",52816,1037-1,1,,"(-300, -250)",794,,Regular,1037
52813,.01,Negative Effect,"(200, -100)",52816,1037-1,1,,"(-300, 0)",795,,Regular,1037
52814,.01,Positive Effect,"(200, 25)",52815,1037-2,1,,"(200, -18)",796,,Regular,1037
52815,.01,Positive Effect,,52815,1037-2,1,,"(200, 25)",797,,Regular,1037
52816,.01,Negative Effect,"(200, 25)",52815,1037-2,1,,"(200, -100)",798,,Regular,1037
52817,.01,Positive Effect,"(200, -18)",52814,1037-3,1,,"(-300, 150)",799,,Regular,1037
52818,.05,No Effect,"(200, -18)",52814,1037-3,1,,"(-300, -1)",800,,Regular,1037
52819,.05,No Effect,"(200, -18)",52814,1037-3,1,,"(-300, 0)",801,,Regular,1037
52817,.05,Effect,"(300, -167)",3213,1037-4,1,52816,"(-300, 150)",802,"(200, -100)",Mediator,1037
52817,.05,Effect,"(300, -167)",3213,1037-4,1,52815,"(-300, 150)",803,"(200, 25)",Mediator,1037
52817,.05,Effect,"(300, -167)",3213,1037-4,1,52814,"(-300, 150)",804,"(200, -18)",Mediator,1037
52817,.05,Effect,"(300, -1)",3212,1037-4,1,52816,"(-300, 150)",805,"(200, -100)",Mediator,1037
52817,.05,Effect,"(300, -1)",3212,1037-4,1,52815,"(-300, 150)",806,"(200, 25)",Mediator,1037
52817,.05,Effect,"(300, -1)",3212,1037-4,1,52814,"(-300, 150)",807,"(200, -18)",Mediator,1037
52818,.05,Effect,"(300, -167)",3213,1037-5,1,52816,"(-300, -1)",808,"(200, -100)",Mediator,1037
52818,.05,Effect,"(300, -167)",3213,1037-5,1,52815,"(-300, -1)",809,"(200, 25)",Mediator,1037
52818,.05,Effect,"(300, -1)",3212,1037-5,1,52816,"(-300, -1)",810,"(200, -100)",Mediator,1037
52818,.05,Effect,"(300, -1)",3212,1037-5,1,52815,"(-300, -1)",811,"(200, 25)",Mediator,1037
2956,.01,Positive Effect,"(300, -250)",2959,1054-1,1,2953,"(-300, -250)",812,"(-200, -350)",Moderator,1054
2418,.001,Positive Effect,"(300, -167)",2421,1055-1,1,,"(200, -18)",813,,Regular,1055
2419,.001,Positive Effect,"(300, -167)",2421,1055-1,1,,"(200, 25)",814,,Regular,1055
2418,.001,Positive Effect,"(300, -1)",2422,1055-1,1,,"(200, -18)",815,,Regular,1055
2419,.05,Positive Effect,"(300, -1)",2422,1055-1,1,,"(200, 25)",816,,Regular,1055
2418,.001,Positive Effect,"(300, 0)",2423,1055-2,1,2421,"(200, -18)",817,"(300, -167)",Mediator,1055
2419,.05,Positive Effect,"(300, 0)",2423,1055-2,1,2421,"(200, 25)",818,"(300, -167)",Mediator,1055
2418,.001,Positive Effect,"(300, 0)",2423,1055-2,1,2422,"(200, -18)",819,"(300, -1)",Mediator,1055
2419,.05,Positive Effect,"(300, 0)",2423,1055-2,1,2422,"(200, 25)",820,"(300, -1)",Mediator,1055
2422,.001,Effect,"(300, 0)",2423,1055-3,1,,"(300, -1)",821,,Regular,1055
2421,,Effect,"(200, -350)",,1055-3,1,,"(300, -167)",822,,Regular,1055
52899,.001,Positive Effect,"(200, -18)",2418,1055-4a,1,,"(-300, -50)",823,,Regular,1055
52899,.001,Positive Effect,"(300, -167)",2421,1055-4b,1,2418,"(-300, -50)",824,"(200, -18)",Mediator,1055
52899,.01,Positive Effect,"(300, -1)",2422,1055-4b,1,2418,"(-300, -50)",825,"(200, -18)",Mediator,1055
52901,.01,Positive Effect,"(200, 25)",2419,1055-5a,1,,"(-300, -84)",826,,Regular,1055
52904,.001,Positive Effect,"(200, 25)",2419,1055-5a,1,,"(-300, -1)",827,,Regular,1055
52901,.1,Positive Effect,"(300, -167)",2421,1055-5b,1,2419,"(-300, -84)",828,"(200, 25)",Mediator,1055
52904,.1,Positive Effect,"(300, -167)",2421,1055-5b,1,2419,"(-300, -1)",829,"(200, 25)",Mediator,1055
52901,.05,Positive Effect,"(300, -1)",2422,1055-5b,1,2419,"(-300, -84)",830,"(200, 25)",Mediator,1055
52904,.05,Positive Effect,"(300, -1)",2422,1055-5b,1,2419,"(-300, -1)",831,"(200, 25)",Mediator,1055
2247,.01,Positive Effect,"(300, -108)",2249,1056-1,1,,"(-300, -108)",832,,Regular,1056
2246,.01,Positive Effect,"(300, -108)",2249,1056-2,1,,"(-300, -250)",833,,Regular,1056
2249,.01,Positive Effect,"(300, -250)",2252,1056-3,1,,"(300, -108)",834,,Regular,1056
2249,.01,Positive Effect,"(300, -50)",2254,1056-4,1,,"(300, -108)",835,,Regular,1056
2246,.05,Effect,"(300, -250)",2252,1056-5,1,2249,"(-300, -250)",836,"(300, -108)",Mediator,1056
2247,.01,Effect,"(300, -250)",2252,1056-5,1,2249,"(-300, -108)",837,"(300, -108)",Mediator,1056
2246,.01,Effect,"(300, -50)",2254,1056-5,1,2249,"(-300, -250)",838,"(300, -108)",Mediator,1056
2247,.01,Effect,"(300, -50)",2254,1056-5,1,2249,"(-300, -108)",839,"(300, -108)",Mediator,1056
52900,.01,Positive Effect,"(300, 82)",2250,1056-6,1,,"(-200, -225)",840,,Regular,1056
2248,.01,Positive Effect,"(300, 82)",2250,1056-7,1,,"(-200, -350)",841,,Regular,1056
2247,.01,Negative Effect,"(300, 82)",2250,1056-8,1,,"(-300, -108)",842,,Regular,1056
2250,.01,Negative Effect,"(300, -250)",2252,1056-9,1,,"(300, 82)",843,,Regular,1056
2250,,Negative Effect,"(300, -50)",2254,1056-0,1,,"(300, 82)",844,,Regular,1056
52900,.06,Effect,"(300, -250)",2252,1056-1,1,2250,"(-200, -225)",845,"(300, 82)",Mediator,1056
2248,.05,Effect,"(300, -250)",2252,1056-1,1,,"(-200, -350)",846,"(200, -350)",Mediator,1056
2247,.05,Effect,"(300, -250)",2252,1056-1,1,,"(-300, -108)",847,"(200, -350)",Mediator,1056
2248,,Negative Effect,"(300, 82)",2250,1056-2,1,2246,"(-200, -350)",848,"(-300, -250)",Moderator,1056
2248,,Negative Effect,"(300, 82)",2250,1056-2,1,2247,"(-200, -350)",849,"(-300, -108)",Moderator,1056
52900,,Negative Effect,"(300, 82)",2250,1056-3,1,2246,"(-200, -225)",850,"(-300, -250)",Moderator,1056
52900,,Negative Effect,"(300, 82)",2250,1056-3,1,2247,"(-200, -225)",851,"(-300, -108)",Moderator,1056
2246,,Positive Effect,"(300, -108)",2249,1056-4,1,2248,"(-300, -250)",852,"(-200, -350)",Moderator,1056
2246,,Positive Effect,"(300, -108)",2249,1056-4,1,52900,"(-300, -250)",853,"(-200, -225)",Moderator,1056
2247,,Positive Effect,"(300, -108)",2249,1056-5,1,2248,"(-300, -108)",854,"(-200, -350)",Moderator,1056
2247,,Positive Effect,"(300, -108)",2249,1056-5,1,52900,"(-300, -108)",855,"(-200, -225)",Moderator,1056
2255,.001,Positive Effect,"(300, -250)",2261,1057-1,1,,"(-300, -250)",856,,Regular,1057
2261,.001,Positive Effect,"(300, -84)",2262,1057-2,1,,"(300, -250)",857,,Regular,1057
2261,.001,Positive Effect,"(300, -84)",2262,1057-2,1,,"(300, -250)",858,,Regular,1057
2255,.001,Effect,"(300, -84)",2262,1057-3,1,2261,"(-300, -250)",859,"(300, -250)",Mediator,1057
2255,.001,Effect,"(300, -84)",2262,1057-3,1,2261,"(-300, -250)",860,"(300, -250)",Mediator,1057
2257,.05,Positive Effect,"(-200, -350)",2256,1057-4,1,,"(-300, 82)",861,,Regular,1057
2255,.001,Positive Effect,"(300, -250)",2261,1057-5,1,2256,"(-300, -250)",862,"(-200, -350)",Moderator,1057
52943,.05,Positive Effect,"(300, -125)",52944,1058-1,1,2452,"(-200, -350)",863,"(-300, -125)",,1058
52942,.05,Positive Effect,"(300, -250)",52945,1058-1,1,2453,"(-300, -250)",864,"(-200, -350)",,1058
52943,.05,Positive Effect,"(-300, -125)",2452,1058-2,1,52942,"(-200, -350)",865,"(-300, -250)",,1058
52943,.05,Positive Effect,"(-300, -125)",2452,1058-2,1,2453,"(-200, -350)",866,"(-200, -350)",,1058
2453,,Positive Effect,"(300, -125)",52944,1058-3,1,2452,"(-200, -350)",867,"(-300, -125)",,1058
2453,,Positive Effect,"(300, -125)",52944,1058-3,1,52945,"(-200, -350)",868,"(300, -250)",,1058
52942,.05,Positive Effect,"(-300, -125)",2452,1058-4,1,52943,"(-300, -250)",869,"(-200, -350)",Moderator,1058
2452,.05,Negative Effect,"(300, -125)",52944,1058-5,1,2453,"(-300, -125)",870,"(-200, -350)",Moderator,1058
2424,.01,Effect,"(300, -179)",2433,1060-1,1,2428,"(-300, -125)",871,"(200, -225)",Mediator,1060
2424,.01,Effect,"(300, -108)",2432,1060-1,1,2428,"(-300, -125)",872,"(200, -225)",Mediator,1060
2425,.01,Effect,"(300, -179)",2433,1060-1,1,2428,"(-300, -150)",873,"(200, -225)",Mediator,1060
2425,.01,Effect,"(300, -108)",2432,1060-1,1,2428,"(-300, -150)",874,"(200, -225)",Mediator,1060
2424,.01,Effect,"(300, -179)",2433,1060-1,1,2429,"(-300, -125)",875,"(-200, -50)",Moderator,1060
2424,.01,Effect,"(300, -108)",2432,1060-1,1,2429,"(-300, -125)",876,"(-200, -50)",Moderator,1060
2424,.01,Effect,"(300, -179)",2433,1060-1,1,2430,"(-300, -125)",877,"(-200, -350)",Moderator,1060
2424,.01,Effect,"(300, -108)",2432,1060-1,1,2430,"(-300, -125)",878,"(-200, -350)",Moderator,1060
2425,.01,Effect,"(300, -179)",2433,1060-1,1,2429,"(-300, -150)",879,"(-200, -50)",Moderator,1060
2425,.01,Effect,"(300, -108)",2432,1060-1,1,2429,"(-300, -150)",880,"(-200, -50)",Moderator,1060
2425,.01,Effect,"(300, -179)",2433,1060-1,1,2430,"(-300, -150)",881,"(-200, -350)",Moderator,1060
2425,.01,Effect,"(300, -108)",2432,1060-1,1,2430,"(-300, -150)",882,"(-200, -350)",Moderator,1060
2426,.01,Effect,"(300, -179)",2433,1060-2,1,2428,"(-300, 82)",883,"(200, -225)",Mediator,1060
2426,.01,Effect,"(300, -108)",2432,1060-2,1,2428,"(-300, 82)",884,"(200, -225)",Mediator,1060
2427,.01,Effect,"(300, -179)",2433,1060-2,1,2428,"(-300, -108)",885,"(200, -225)",Mediator,1060
2427,.01,Effect,"(300, -108)",2432,1060-2,1,2428,"(-300, -108)",886,"(200, -225)",Mediator,1060
2426,.01,Effect,"(300, -179)",2433,1060-2,1,2429,"(-300, 82)",887,"(-200, -50)",Moderator,1060
2426,.01,Effect,"(300, -108)",2432,1060-2,1,2429,"(-300, 82)",888,"(-200, -50)",Moderator,1060
2426,.01,Effect,"(300, -179)",2433,1060-2,1,2430,"(-300, 82)",889,"(-200, -350)",Moderator,1060
2426,.01,Effect,"(300, -108)",2432,1060-2,1,2430,"(-300, 82)",890,"(-200, -350)",Moderator,1060
2427,.01,Effect,"(300, -179)",2433,1060-2,1,2429,"(-300, -108)",891,"(-200, -50)",Moderator,1060
2427,.01,Effect,"(300, -108)",2432,1060-2,1,2429,"(-300, -108)",892,"(-200, -50)",Moderator,1060
2427,.01,Effect,"(300, -179)",2433,1060-2,1,2430,"(-300, -108)",893,"(-200, -350)",Moderator,1060
2427,.01,Effect,"(300, -108)",2432,1060-2,1,2430,"(-300, -108)",894,"(-200, -350)",Moderator,1060
2462,.05,Positive Effect,"(200, -350)",2458,1063-1,1,2461,"(-200, -350)",895,"(-200, -100)",Moderator,1063
2462,.05,Positive Effect,"(300, 0)",2459,1063-2,1,2461,"(-200, -350)",896,"(-200, -100)",Moderator,1063
2461,.01,Effect,"(300, 0)",2459,1063-3,1,2458,"(-200, -100)",897,"(200, -350)",Mediator,1063
2467,.05,Effect,"(300, -84)",2460,1063-4,1,2461,"(-300, -84)",898,"(-200, -100)",Moderator,1063
2467,.05,Effect,"(300, -84)",2460,1063-4,1,2462,"(-300, -84)",899,"(-200, -350)",Moderator,1063
52997,.05,Effect,"(300, -250)",52999,1064-1,1,2470,"(-300, -250)",900,"(-200, -100)",Moderator,1064
52997,.05,Effect,"(300, -250)",52999,1064-1,1,52996,"(-300, -250)",901,"(-200, 25)",Moderator,1064
52997,.01,Effect,"(-200, -184)",2472,1064-2a,1,2470,"(-300, -250)",902,"(-200, -100)",Moderator,1064
52997,.01,Effect,"(-200, -184)",2472,1064-2a,1,52996,"(-300, -250)",903,"(-200, 25)",Moderator,1064
52997,,Effect,"(300, -250)",52999,1064-2b,1,2472,"(-300, -250)",904,"(-200, -184)",Moderator,1064
52997,.001,Effect,"(-200, -225)",2473,1064-3a,1,2470,"(-300, -250)",905,"(-200, -100)",Moderator,1064
52997,.001,Effect,"(-200, -225)",2473,1064-3a,1,52996,"(-300, -250)",906,"(-200, 25)",Moderator,1064
52997,.05,Effect,"(300, -250)",52999,1064-3b,1,2473,"(-300, -250)",907,"(-200, -225)",Moderator,1064
52997,.05,Effect,"(-200, -350)",2474,1064-4a,1,2470,"(-300, -250)",908,"(-200, -100)",Moderator,1064
52997,.05,Effect,"(-200, -350)",2474,1064-4a,1,52996,"(-300, -250)",909,"(-200, 25)",Moderator,1064
52997,.05,Effect,"(300, -250)",52999,1064-4b,1,2474,"(-300, -250)",910,"(-200, -350)",Moderator,1064
53000,.05,Positive Effect,"(300, -250)",2495,1066-1,1,2497,"(-300, -250)",911,"(-200, -350)",Moderator,1066
53000,.05,Positive Effect,"(300, -250)",2496,1066-2,1,2497,"(-300, -250)",912,"(-200, -350)",Moderator,1066
2509,.001,Positive Effect,"(300, -125)",2516,1068-1,1,,"(-300, -250)",913,,Regular,1068
2517,.001,Effect,"(300, -250)",53005,1068-2,1,,"(-300, -125)",914,,Regular,1068
2517,.001,Effect,"(300, -125)",2516,1068-3,1,,"(-300, -125)",915,,Regular,1068
2517,.01,Effect,"(300, -125)",2516,1068-4,1,53005,"(-300, -125)",916,"(300, -250)",Mediator,1068
2517,,Effect,"(300, -250)",53005,1068-5,1,,"(-300, -125)",917,,Regular,1068
2517,.001,Effect,"(300, -125)",2516,1068-6,1,2511,"(-300, -125)",918,"(-200, -350)",Moderator,1068
2517,,Effect,"(300, -250)",53005,1068-7,1,,"(-300, -125)",919,"(200, -350)",Moderator,1068
2517,,Effect,"(300, -125)",2516,1068-7,1,,"(-300, -125)",920,"(200, -350)",Moderator,1068
21100,,Positive Effect,"(300, -250)",21095,6175-1a,1,,"(300, -250)",921,,Regular,6175
21100,,Positive Effect,"(300, -125)",21096,6175-1a,1,,"(300, -250)",922,,Regular,6175
21097,.01,Positive Effect,"(300, -250)",21095,6175-1b,1,,"(300, -188)",923,,Regular,6175
21097,.04,Positive Effect,"(300, -125)",21096,6175-1b,1,,"(300, -188)",924,,Regular,6175
21097,,Positive Effect,"(300, -250)",21095,6175-2a,1,,"(300, -188)",925,,Regular,6175
21099,.05,Positive Effect,"(300, -125)",21096,6175-2a,1,,"(300, -126)",926,,Regular,6175
21098,.02,Negative Effect,"(300, -250)",21095,6175-2b,1,,"(300, -64)",927,,Regular,6175
21098,,Negative Effect,"(300, -125)",21096,6175-2b,1,,"(300, -64)",928,,Regular,6175
21103,,Negative Effect,"(300, -250)",21100,6175-3a,1,,"(-300, -150)",929,,Regular,6175
21103,,Negative Effect,"(300, -188)",21097,6175-3b,1,,"(-300, -150)",930,,Regular,6175
21103,.01,Negative Effect,"(300, -126)",21099,6175-3c,1,,"(-300, -150)",931,,Regular,6175
21103,,Negative Effect,"(300, -64)",21098,6175-3d,1,,"(-300, -150)",932,,Regular,6175
21101,.01,Positive Effect,"(300, -250)",21100,6175-3e,1,,"(-300, -250)",933,,Regular,6175
21101,.01,Positive Effect,"(300, -188)",21097,6175-3f,1,,"(-300, -250)",934,,Regular,6175
21101,,Positive Effect,"(300, -126)",21099,6175-3g,1,,"(-300, -250)",935,,Regular,6175
21101,,Positive Effect,"(300, -64)",21098,6175-3h,1,,"(-300, -250)",936,,Regular,6175
21102,.01,Positive Effect,"(300, -250)",21100,6175-3i,1,,"(-300, 82)",937,,Regular,6175
21102,.01,Positive Effect,"(300, -188)",21097,6175-3j,1,,"(-300, 82)",938,,Regular,6175
21102,.01,Positive Effect,"(300, -126)",21099,6175-3k,1,,"(-300, 82)",939,,Regular,6175
21102,.01,Positive Effect,"(300, -64)",21098,6175-3l,1,,"(-300, 82)",940,,Regular,6175
21104,,Positive Effect,"(300, -250)",21100,6175-4a,1,,"(-300, -108)",941,,Regular,6175
21104,,Positive Effect,"(300, -188)",21097,6175-4b,1,,"(-300, -108)",942,,Regular,6175
21104,,Positive Effect,"(300, -126)",21099,6175-4c,1,,"(-300, -108)",943,,Regular,6175
21104,,Negative Effect,"(300, -64)",21098,6175-4d,1,,"(-300, -108)",944,,Regular,6175
21106,,Positive Effect,"(300, -250)",21100,6175-4e,1,,"(-300, 176)",945,,Regular,6175
21106,,Positive Effect,"(300, -188)",21097,6175-4f,1,,"(-300, 176)",946,,Regular,6175
21106,.03,Positive Effect,"(300, -126)",21099,6175-4g,1,,"(-300, 176)",947,,Regular,6175
21106,,Negative Effect,"(300, -64)",21098,6175-4h,1,,"(-300, 176)",948,,Regular,6175
21105,,Positive Effect,"(300, -250)",21100,6175-4i,1,,"(-300, -64)",949,,Regular,6175
21105,,Positive Effect,"(300, -188)",21097,6175-4j,1,,"(-300, -64)",950,,Regular,6175
21105,,Positive Effect,"(300, -126)",21099,6175-4k,1,,"(-300, -64)",951,,Regular,6175
21105,,Negative Effect,"(300, -64)",21098,6175-4l,1,,"(-300, -64)",952,,Regular,6175
48900,.01,Positive Effect,"(300, -250)",48906,6177-1a,1,,"(-300, 34)",953,,Regular,6177
48901,.01,Positive Effect,"(300, -250)",48906,6177-1a,1,,"(-300, -37)",954,,Regular,6177
48900,,Positive Effect,"(300, -50)",48907,6177-1a,1,,"(-300, 34)",955,,Regular,6177
48901,,Positive Effect,"(300, -50)",48907,6177-1a,1,,"(-300, -37)",956,,Regular,6177
48900,,Positive Effect,"(300, -150)",48909,6177-1a,1,,"(-300, 34)",957,,Regular,6177
48901,,Positive Effect,"(300, -150)",48909,6177-1a,1,,"(-300, -37)",958,,Regular,6177
48900,,Positive Effect,"(300, 60)",48908,6177-1a,1,,"(-300, 34)",959,,Regular,6177
48901,,Positive Effect,"(300, 60)",48908,6177-1a,1,,"(-300, -37)",960,,Regular,6177
48900,,Positive Effect,"(300, 50)",48910,6177-1a,1,,"(-300, 34)",961,,Regular,6177
48901,,Positive Effect,"(300, 50)",48910,6177-1a,1,,"(-300, -37)",962,,Regular,6177
48900,.01,Positive Effect,"(300, -250)",48906,6177-1b,1,48904,"(-300, 34)",963,"(200, -208)",Mediator,6177
48901,.01,Positive Effect,"(300, -250)",48906,6177-1b,1,48904,"(-300, -37)",964,"(200, -208)",Mediator,6177
48900,,Positive Effect,"(300, -50)",48907,6177-1b,1,48904,"(-300, 34)",965,"(200, -208)",Mediator,6177
48901,,Positive Effect,"(300, -50)",48907,6177-1b,1,48904,"(-300, -37)",966,"(200, -208)",Mediator,6177
48900,,Positive Effect,"(300, -150)",48909,6177-1b,1,48904,"(-300, 34)",967,"(200, -208)",Mediator,6177
48901,,Positive Effect,"(300, -150)",48909,6177-1b,1,48904,"(-300, -37)",968,"(200, -208)",Mediator,6177
48900,,Positive Effect,"(300, 50)",48910,6177-1b,1,48904,"(-300, 34)",969,"(200, -208)",Mediator,6177
48901,,Positive Effect,"(300, 50)",48910,6177-1b,1,48904,"(-300, -37)",970,"(200, -208)",Mediator,6177
48900,.01,Positive Effect,"(300, -250)",48906,6177-1b,1,48905,"(-300, 34)",971,"(200, -164)",Mediator,6177
48901,.01,Positive Effect,"(300, -250)",48906,6177-1b,1,48905,"(-300, -37)",972,"(200, -164)",Mediator,6177
48900,,Positive Effect,"(300, -50)",48907,6177-1b,1,48905,"(-300, 34)",973,"(200, -164)",Mediator,6177
48901,,Positive Effect,"(300, -50)",48907,6177-1b,1,48905,"(-300, -37)",974,"(200, -164)",Mediator,6177
48901,,Positive Effect,"(300, 50)",48910,6177-1b,1,48905,"(-300, -37)",975,"(200, -164)",Mediator,6177
48900,,Positive Effect,"(300, 50)",48910,6177-1b,1,48905,"(-300, 34)",976,"(200, -164)",Mediator,6177
48901,,Positive Effect,"(300, -150)",48909,6177-1b,1,48905,"(-300, -37)",977,"(200, -164)",Mediator,6177
48900,,Positive Effect,"(300, -150)",48909,6177-1b,1,48905,"(-300, 34)",978,"(200, -164)",Mediator,6177
48902,.01,Positive Effect,"(300, -250)",48906,6177-2a,1,,"(-300, 0)",979,,Regular,6177
48903,.01,Positive Effect,"(300, -250)",48906,6177-2a,1,,"(-300, 50)",980,,Regular,6177
48902,,Positive Effect,"(300, -50)",48907,6177-2a,1,,"(-300, 0)",981,,Regular,6177
48903,,Positive Effect,"(300, -50)",48907,6177-2a,1,,"(-300, 50)",982,,Regular,6177
48902,,Positive Effect,"(300, -150)",48909,6177-2a,1,,"(-300, 0)",983,,Regular,6177
48903,,Positive Effect,"(300, -150)",48909,6177-2a,1,,"(-300, 50)",984,,Regular,6177
48902,,Positive Effect,"(300, 60)",48908,6177-2a,1,,"(-300, 0)",985,,Regular,6177
48903,,Positive Effect,"(300, 60)",48908,6177-2a,1,,"(-300, 50)",986,,Regular,6177
48902,,Positive Effect,"(300, 50)",48910,6177-2a,1,,"(-300, 0)",987,,Regular,6177
48903,,Positive Effect,"(300, 50)",48910,6177-2a,1,,"(-300, 50)",988,,Regular,6177
48902,.01,Positive Effect,"(300, -250)",48906,6177-2b,1,48904,"(-300, 0)",989,"(200, -208)",Mediator,6177
48903,.01,Positive Effect,"(300, -250)",48906,6177-2b,1,48904,"(-300, 50)",990,"(200, -208)",Mediator,6177
48902,,Positive Effect,"(300, -50)",48907,6177-2b,1,48904,"(-300, 0)",991,"(200, -208)",Mediator,6177
48903,,Positive Effect,"(300, -50)",48907,6177-2b,1,48904,"(-300, 50)",992,"(200, -208)",Mediator,6177
48902,,Positive Effect,"(300, -150)",48909,6177-2b,1,48904,"(-300, 0)",993,"(200, -208)",Mediator,6177
48903,,Positive Effect,"(300, -150)",48909,6177-2b,1,48904,"(-300, 50)",994,"(200, -208)",Mediator,6177
48902,,Positive Effect,"(300, 50)",48910,6177-2b,1,48904,"(-300, 0)",995,"(200, -208)",Mediator,6177
48903,,Positive Effect,"(300, 50)",48910,6177-2b,1,48904,"(-300, 50)",996,"(200, -208)",Mediator,6177
48902,.01,Positive Effect,"(300, -250)",48906,6177-2b,1,48905,"(-300, 0)",997,"(200, -164)",Mediator,6177
48903,.01,Positive Effect,"(300, -250)",48906,6177-2b,1,48905,"(-300, 50)",998,"(200, -164)",Mediator,6177
48902,,Positive Effect,"(300, -150)",48909,6177-2b,1,48905,"(-300, 0)",999,"(200, -164)",Mediator,6177
48903,,Positive Effect,"(300, -150)",48909,6177-2b,1,48905,"(-300, 50)",1000,"(200, -164)",Mediator,6177
48902,,Positive Effect,"(300, -50)",48907,6177-2b,1,48905,"(-300, 0)",1001,"(200, -164)",Mediator,6177
48903,,Positive Effect,"(300, -50)",48907,6177-2b,1,48905,"(-300, 50)",1002,"(200, -164)",Mediator,6177
48902,,Positive Effect,"(300, 50)",48910,6177-2b,1,48905,"(-300, 0)",1003,"(200, -164)",Mediator,6177
48903,,Positive Effect,"(300, 50)",48910,6177-2b,1,48905,"(-300, 50)",1004,"(200, -164)",Mediator,6177
21040,.05,,"(300, -250)",21074,6178-1,1,,"(-300, -250)",1005,,Regular,6178
21040,.01,,"(300, 125)",50053,6178-2,1,,"(-300, -250)",1006,,Regular,6178
21040,.1,,"(300, -250)",21049,6178-3,1,,"(-300, -250)",1007,,Regular,6178
21040,.001,,"(300, -250)",21041,6178-4,1,,"(-300, -250)",1008,,Regular,6178
21040,,,"(300, -84)",21042,6178-5,1,,"(-300, -250)",1009,,Regular,6178
21040,.001,,"(300, 82)",21043,6178-6,1,,"(-300, -250)",1010,,Regular,6178
21040,.001,,"(300, -250)",21044,6178-7,1,,"(-300, -250)",1011,,Regular,6178
21052,.1,,"(300, -125)",21045,6178-8,1,,"(-300, -250)",1012,,Regular,6178
21052,,,"(300, 0)",21046,6178-9,1,,"(-300, -250)",1013,,Regular,6178
21052,.001,,"(300, 125)",50053,6178-0,1,,"(-300, -250)",1014,,Regular,6178
21052,.001,,"(300, -250)",21049,6178-1,1,,"(-300, -250)",1015,,Regular,6178
50238,.01,Negative Effect,"(300, -125)",21332,6179-1,1,,"(-300, -250)",1016,,Regular,6179
50237,.0001,Negative Effect,"(300, -125)",21332,6179-2,1,,"(-300, -250)",1017,,Regular,6179
21324,,Positive Effect,"(300, -250)",21331,6179-3a,1,50239,"(-300, -250)",1018,"(-200, -18)",Moderator,6179
21324,,Negative Effect,"(300, -125)",21332,6179-3b,1,50239,"(-300, -250)",1019,"(-200, -18)",Moderator,6179
21326,,Effect,"(300, -250)",21331,6179-3c,1,50239,"(-300, 82)",1020,"(-200, -18)",Moderator,6179
21326,,Effect,"(300, -125)",21332,6179-3d,1,50239,"(-300, 82)",1021,"(-200, -18)",Moderator,6179
21329,,Positive Effect,"(300, -250)",21331,6179-3e,1,50239,"(-300, -125)",1022,"(-200, -18)",Moderator,6179
21329,.05,Negative Effect,"(300, -125)",21332,6179-3f,1,50239,"(-300, -125)",1023,"(-200, -18)",Moderator,6179
21087,,,"(300, 0)",21081,6181-1,1,,"(-300, -125)",1024,,Regular,6181
21088,,,"(300, 0)",21081,6181-1,1,,"(-300, 0)",1025,,Regular,6181
21087,,Effect,"(300, 0)",21081,6181-2,1,21093,"(-300, -125)",1026,,Regular,6181
21088,,Effect,"(300, 0)",21081,6181-2,1,21093,"(-300, 0)",1027,,Regular,6181
21089,,Effect,"(300, 0)",21081,6181-2,1,21093,"(-300, -84)",1028,,Regular,6181
21087,,Effect,"(300, 0)",21081,6181-3,1,21091,"(-300, -125)",1029,,Regular,6181
21088,,Effect,"(300, 0)",21081,6181-3,1,21091,"(-300, 0)",1030,,Regular,6181
21087,,Effect,"(300, 0)",21081,6181-4,1,21092,"(-300, -125)",1031,,Regular,6181
