"","cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"3247","Low",NA,NA,"Suburb:Large","Far West",17500,NA,NA,0.8889,27800,600,13821,2.01143187902467,36949.15204,"Specialized"
"3248","High",0.5701,NA,"City:Large","Southeast",9500,NA,NA,0.8333,20700,938,25811,0.80198365038162,17487.15183,"Specialized"
"3249","Low",1,NA,"City:Large","Plains",24362,0,NA,0.1672,59200,7476,17997,3.28943712841029,30391.5036,"Professional"
"3250","Low",NA,NA,"Rural:Distant","Great Lakes",NA,0.1077,NA,0.5962,20100,622,14138,1.42170038194936,16840.11686,"Professional"
"3251","High",0.7759,NA,"City:Midsize","Southeast",12500,0.241,NA,0.2,35100,466,25737,1.36379531413918,26162.33494,"Professional"
"3252","High",0.7681,NA,"City:Midsize","Far West",12500,0.3158,NA,0.2571,35100,461,25306,1.3870228404331,26162.33494,"Professional"
"3253","High",0.6898,NA,"Suburb:Large","Southeast",12500,0.25,NA,0.1569,35100,856,26479,1.32557876052721,26162.33494,"Professional"
"3254","High",0.7094,NA,"City:Small","Southeast",12500,0.3333,NA,0.1957,35100,517,25663,1.36772785722636,26162.33494,"Professional"
"3255","High",0.8029,NA,"Suburb:Large","Southeast",12500,0.2092,NA,0.1529,35100,719,25898,1.35531701289675,26162.33494,"Professional"
"3256","Low",1,503,"NA","Great Lakes",23000,NA,534,NA,30700,22,22870,1.34236991692173,63921.87446,"Specialized"
"3257","Low",NA,NA,"Suburb:Small","Great Lakes",21442.5,0.1734,NA,0.0459,23900,2695,17762,1.34556919265848,28927.12761,"Professional"
"3258","Low",NA,NA,"City:Small","Other",4532,NA,NA,0.4532,17200,3279,11819,1.45528386496319,14195.76034,"Specialized"
"3259","High",0.7888,NA,"City:Midsize","Far West",28333,0.2794,NA,0.2381,34200,459,26282,1.30127083174796,22045.38448,"Professional"
"3260","High",0.7749,NA,"Suburb:Large","Southeast",12500,0.2368,NA,0.1628,35100,803,25829,1.35893762824732,26162.33494,"Professional"
"3261","High",0.5242,NA,"Suburb:Large","Great Lakes",12500,0.4667,NA,0.193,35100,549,25643,1.36879460281558,26162.33494,"Professional"
"3262","High",NA,NA,"City:Large","Mid East",19000,NA,NA,0.2021,16600,156,51377,0.323101777059774,30228.37333,"Specialized"
"3263","Low",NA,NA,"Suburb:Large","Great Lakes",21442.5,0.2683,NA,0.0268,23900,5170,22483,1.0630253969666,28927.12761,"Professional"
"3264","High",0.6332,NA,"Suburb:Large","Southeast",25618.5,0.3896,NA,0.6667,33000,2099,36083,0.914558102153369,71045.29864,"Professional"
"3265","High",0.7619,NA,"Suburb:Large","Mid East",12500,NA,NA,0.2903,35100,350,26974,1.30125305850078,26162.33494,"Specialized"
"3266","Low",0.9643,NA,"NA","Great Lakes",26250,0.2967,NA,0.6897,21500,531,22945,0.937023316626716,23440.97455,"Specialized"
"3267","Low",0.6392,NA,"City:Large","Great Lakes",24325,0,NA,1,39200,473,22660,1.72992056487202,58108.23464,"Professional"
"3268","Low",NA,NA,"Suburb:Small","Mid East",9496.5,NA,NA,0.2137,24500,1239,6145,3.98698128559805,36264.6939,"Specialized"
"3269","High",NA,NA,"Suburb:Large","Far West",31075.5,0.1951,NA,0.1969,46200,2199,26472,1.74524025385313,25192.24054,"Professional"
"3270","Low",NA,NA,"Suburb:Large","Southeast",7400,NA,NA,0.5,22600,110,21013,1.07552467520107,14839.05272,"Specialized"
"3271","Low",NA,NA,"Suburb:Large","Southeast",21849.5,NA,NA,0.0313,21600,253,22796,0.947534655202667,20131.05971,"Specialized"
"3272","High",1,NA,"City:Small","Plains",14193.5,NA,NA,1,51400,186,23800,2.15966386554622,47085.65376,"Specialized"
"3273","Low",0.8,NA,"Suburb:Large","Plains",27500,0.2,NA,NA,19100,60,18614,1.02610938003653,34361.31825,"Specialized"
"3274","Low",0.2963,NA,"Rural:Fringe","Mid East",6750,NA,NA,NA,31400,73,16750,1.87462686567164,31483.61363,"Specialized"
"3275","Low",NA,NA,"Suburb:Large","Mid East",7500,NA,NA,NA,51200,198,16098,3.18051931917008,33377.63463,"Specialized"
"3276","High",0.8804,NA,"Suburb:Large","Mid East",18069,0.5132,NA,0.0795,26500,668,26033,1.01793877002266,39866.03182,"Specialized"
"3277","Low",NA,NA,"Suburb:Large","Great Lakes",9500,NA,NA,NA,37400,67,13768,2.71644392794887,25707.41682,"Specialized"
"3278","Low",0.4487,NA,"Suburb:Midsize","Mid East",9500,NA,NA,NA,40400,64,13333,3.0300757518938,48499.47646,"Specialized"
"3279","Low",NA,NA,"Suburb:Large","Other",1750,NA,NA,NA,17200,231,11257,1.52793817180421,14910.76434,"Specialized"
"3280","High",NA,NA,"Town:Remote","Southeast",9500,NA,NA,0.6667,24200,282,26256,0.92169408897014,18853.38227,"Specialized"
"3281","Low",NA,NA,"City:Small","Far West",5478,NA,NA,NA,34400,320,21078,1.6320333997533,27782.31373,"Specialized"
"3282","Low",NA,NA,"City:Large","Mid East",5500,NA,NA,NA,17200,65,23073,0.745460061543796,19724.38052,"Specialized"
"3283","High",NA,NA,"City:Midsize","Southeast",23312,NA,NA,0.2158,36700,96,26372,1.39162748369483,22274.81682,"Professional"
"3284","High",NA,NA,"City:Large","Far West",31075.5,0.11,NA,0.1317,46200,3463,27804,1.66163141993958,25192.24054,"Professional"
"3285","Low",NA,NA,"Suburb:Large","Other",1750,NA,NA,NA,17200,709,10723,1.60402872330505,14910.76434,"Specialized"
"3286","Low",NA,NA,"City:Small","Other",1750,NA,NA,NA,17200,305,10397,1.65432336250842,14910.76434,"Specialized"
"3287","Low",NA,NA,"City:Midsize","Other",1750,NA,NA,NA,17200,251,11015,1.56150703586019,14910.76434,"Specialized"
"3288","Low",NA,NA,"City:Small","Southeast",24890,0.5119,NA,0.2973,22800,653,23421,0.973485333674907,11988.88763,"Professional"
"3289","Low",NA,NA,"Suburb:Large","Southeast",25563,NA,NA,0.32,21500,213,22968,0.936084987809126,14081.75835,"Specialized"
"3290","High",NA,NA,"City:Large","Far West",31075.5,0.1325,NA,0.131,46200,1228,26085,1.77113283496262,25192.24054,"Professional"
"3291","High",NA,NA,"City:Midsize","Southeast",19339,0.0575,NA,0.2959,23100,4992,27916,0.827482447342026,19415.04647,"Professional"
"3292","Low",NA,NA,"City:Midsize","Southeast",19339,0.4308,NA,0.3878,23100,604,22408,1.0308818279186,19415.04647,"Professional"
"3293","Low",NA,NA,"City:Large","Southwest",7312,NA,NA,0.2743,29600,12999,9320,3.17596566523605,28429.64355,"Specialized"
"3294","High",0.8277,NA,"Suburb:Large","Mid East",12500,NA,NA,0.2143,35100,586,26635,1.31781490519992,26162.33494,"Specialized"
"3295","Low",NA,NA,"Rural:Fringe","Southeast",2950,NA,NA,0.2896,21300,1628,11914,1.78781265737787,19347.06586,"Specialized"
"3296","Low",NA,NA,"Rural:Distant","New England",9550,NA,NA,0.1328,27400,1296,12647,2.16652170475212,34416.67995,"Specialized"
"3297","High",NA,NA,"City:Small","Southeast",9500,NA,NA,0.2424,26500,1413,25765,1.02852707160877,21731.68845,"Specialized"
"3298","High",NA,NA,"Suburb:Large","Great Lakes",9500,NA,NA,0.4651,26500,1139,25611,1.03471164733903,21731.68845,"Specialized"
"3299","Low",NA,NA,"Town:Remote","Southeast",20600,NA,NA,0.6076,29100,1093,18480,1.57467532467532,38387.12559,"Specialized"
"3300","Low",NA,NA,"Town:Remote","Far West",15552,NA,NA,0.1429,31800,468,14996,2.1205654841291,26859.8146,"Specialized"
"3301","High",NA,NA,"City:Small","Great Lakes",23312,NA,NA,0.1613,36700,171,25603,1.43342577041753,22274.81682,"Professional"
"3302","High",NA,NA,"City:Midsize","Southeast",31075.5,0.1396,NA,0.168,46200,603,26278,1.75812466702184,25192.24054,"Professional"
"3303","High",NA,NA,"City:Small","Great Lakes",31075.5,0.1158,NA,0.0934,46200,1649,28070,1.64588528678304,25192.24054,"Professional"
"3304","High",NA,NA,"Town:Distant","Southeast",15166,NA,NA,0.1875,28200,278,29994,0.940188037607521,23113.01689,"Specialized"
"3305","Low",NA,NA,"Suburb:Large","Southwest",9500,NA,NA,0.2727,25000,691,22100,1.13122171945701,22457.60454,"Specialized"
"3306","High",NA,NA,"City:Large","Southeast",12667,0.7,NA,0.6531,23800,694,27554,0.863758437976337,32361.78816,"Professional"
"3307","High",0.71,NA,"City:Large","Mid East",12000,NA,NA,NA,24100,289,45954,0.52443748095922,73468.39491,"Specialized"
"3308","Low",NA,NA,"City:Large","Far West",18950,NA,NA,NA,25500,118,21362,1.19370845426458,23619.10746,"Specialized"
"3309","Low",NA,NA,"Rural:Fringe","Far West",NA,NA,NA,0.1818,23800,435,12081,1.97003559308004,24809.86887,"Specialized"
"3310","Low",0.975,NA,"NA","Great Lakes",26250,0.0882,NA,0.4615,21500,266,21979,0.978206469812093,23440.97455,"Professional"
"3311","High",NA,NA,"City:Midsize","Far West",12000,NA,NA,0.7976,31000,2719,30983,1.00054868799019,24498.32763,"Specialized"
"3312","Low",NA,NA,"City:Small","New England",15415,NA,NA,NA,21900,196,20015,1.09417936547589,19969.36119,"Specialized"
"3313","Low",0.9579,NA,"City:Small","Southeast",24313,0.4286,NA,0.1327,53800,9863,18330,2.93507910529187,60151.27757,"Specialized"
"3314","High",0.8252,NA,"Suburb:Large","Southwest",12500,0.4343,NA,0.1538,35100,443,25902,1.35510771369006,26162.33494,"Professional"
"3315","High",NA,NA,"Suburb:Large","Southeast",32500,NA,NA,0.7667,33600,391,24997,1.34416129935592,27914.7749,"Specialized"
"3316","High",NA,NA,"Suburb:Large","Southeast",21528.5,NA,NA,0.2581,21800,250,25419,0.857626185137102,18196.85938,"Specialized"
"3317","High",0.9942,NA,"Suburb:Large","Southeast",15555,NA,NA,0.551,25700,1489,26263,0.97856299737273,27948.08988,"Specialized"
"3318","High",NA,NA,"City:Large","Southeast",23312,NA,NA,0.1149,36700,97,26372,1.39162748369483,22274.81682,"Professional"
"3319","High",0.995,NA,"City:Small","Great Lakes",27000,0.5488,NA,0.3646,30400,1351,34080,0.892018779342723,42176.99936,"Professional"
"3320","Low",NA,NA,"Town:Distant","Mid East",16917,NA,NA,NA,21800,102,18408,1.18426770969144,25626.67313,"Specialized"
"3321","Low",NA,NA,"Town:Remote","Far West",NA,NA,NA,0.2478,21800,1199,11941,1.82564274348882,21242.00825,"Specialized"
"3322","High",0.4171,NA,"City:Large","Southwest",15166,0.5236,NA,0.3874,28200,1190,34249,0.823381704575316,23113.01689,"Professional"
"3323","High",0.6563,NA,"City:Large","Far West",12500,0.2687,NA,0.2714,35100,816,26974,1.30125305850078,26162.33494,"Professional"
"3324","Low",NA,NA,"City:Large","Rocky Mountains",29500,0.0816,NA,0.0202,46000,1014,21315,2.15810462115881,26913.69725,"Professional"
"3325","High",0.9719,NA,"City:Large","Far West",21750,NA,NA,0.3784,31400,1073,26846,1.16963420993817,25203.31787,"Specialized"
"3326","High",NA,NA,"Suburb:Large","Southeast",19339,NA,NA,0.2143,23100,226,26692,0.865427843548629,19415.04647,"Specialized"
"3327","High",NA,NA,"Suburb:Large","Southwest",19339,NA,NA,0.2353,23100,188,26756,0.863357751532367,19415.04647,"Specialized"
"3328","High",NA,NA,"Suburb:Large","Mid East",37500,0.2593,NA,0.125,45700,3333,31329,1.45871237511571,25985.357,"Professional"
"3329","High",0.6059,NA,"Suburb:Large","Southeast",12500,0.2476,NA,0.2,35100,680,25844,1.35814889336016,26162.33494,"Professional"
"3330","High",0.6761,NA,"Suburb:Large","Mid East",12500,NA,NA,0.1818,35100,352,25833,1.35872720938335,26162.33494,"Specialized"
"3331","High",0.7795,NA,"Suburb:Large","Mid East",12500,NA,NA,0.1538,35100,282,25697,1.36591820056816,26162.33494,"Specialized"
"3332","High",0.6081,NA,"Suburb:Large","Great Lakes",12500,0.2148,NA,0.15,35100,558,26756,1.31185528479593,26162.33494,"Professional"
"3333","High",0.6129,NA,"Suburb:Large","Great Lakes",12500,0.4248,NA,0.1129,35100,450,25658,1.36799438771533,26162.33494,"Professional"
"3334","High",0.79,NA,"City:Large","Plains",19500,0.8966,NA,NA,29300,119,39959,0.733251582872444,NA,"Specialized"
"3335","High",NA,NA,"City:Midsize","New England",26000,0.3947,NA,0.1345,26200,458,29947,0.874878952816643,71214.53235,"Specialized"
"3336","Low",NA,NA,"Suburb:Large","Other",NA,NA,NA,0.0667,16100,718,8204,1.96245733788396,15324.1303,"Specialized"
"3337","Low",0.7167,NA,"City:Large","Mid East",17344,NA,NA,NA,48400,68,19631,2.46548825836687,48342.96275,"Specialized"
"3338","High",0.9429,NA,"NA","Mid East",41500,0.1789,NA,0.3939,42400,1629,29070,1.45854833161335,31997.28278,"Professional"
"3339","High",0.9484,NA,"NA","Great Lakes",41500,0.25,NA,0.0263,42400,438,29374,1.4434533941581,31997.28278,"Professional"
"3340","High",NA,NA,"Suburb:Large","Far West",31075.5,0.1538,NA,0.1081,46200,729,27217,1.69746849395598,25192.24054,"Professional"
"3341","High",NA,NA,"Suburb:Large","Southeast",31075.5,0.224,NA,0.1151,46200,1341,27086,1.70567821014546,25192.24054,"Professional"
"3342","High",NA,NA,"Suburb:Large","Far West",31075.5,0.2542,NA,0.0982,46200,1020,26857,1.72022191607402,25192.24054,"Professional"
"3343","High",NA,NA,"City:Midsize","Far West",19940,0.5842,NA,NA,28300,594,31805,0.889797201697846,31063.71,"Professional"
"3344","High",0.404,NA,"City:Small","Far West",23312,0.3473,NA,0.5,36700,2175,33368,1.09985614960441,22274.81682,"Specialized"
"3345","High",0.7922,NA,"Suburb:Large","Far West",16150.5,0.9063,NA,0.2222,37300,185,66045,0.564766447119388,56688.02471,"Specialized"
"3346","Low",NA,NA,"Suburb:Large","Rocky Mountains",19178,0.1845,NA,0.6367,37100,23654,19606,1.89227787412017,52360.83275,"Professional"
"3347","High",NA,NA,"City:Midsize","Far West",18938.5,0.5179,NA,0.0208,29400,339,24506,1.19970619440137,22011.65443,"Specialized"
"3348","Low",1,NA,"Suburb:Large","Southeast",19623,1,NA,0.5517,37900,393,21968,1.72523670793882,25851.09245,"Professional"
"3349","Low",NA,NA,"City:Large","Southeast",16420,NA,NA,0.6,29600,439,20795,1.42341909112767,24119.19512,"Specialized"
"3350","Low",0.679,510,"Suburb:Large","Southeast",16500,0.4516,510,0.6294,37600,11160,15942,2.35854974281771,57805.38081,"Comprehensive"
"3351","Low",NA,NA,"Rural:Distant","Plains",NA,NA,NA,1,21200,151,8915,2.37801458216489,18522.81358,"Specialized"
"3352","High",0.5954,NA,"City:Midsize","Southwest",12500,0.3246,NA,0.2182,35100,730,25294,1.38768087293429,26162.33494,"Professional"
"3353","Low",0.7969,NA,"Suburb:Large","Great Lakes",NA,0.8333,NA,0.2727,16900,1331,15498,1.09046328558524,26289.34681,"Professional"
"3354","Low",1,NA,"City:Small","Southeast",24617,0.6,NA,0.0889,25100,324,21211,1.18334826269389,22769.56115,"Professional"
"3355","High",0.8571,NA,"Suburb:Large","Plains",12500,0.3226,NA,0.2069,35100,638,26077,1.34601372857307,26162.33494,"Professional"
"3356","High",0.6939,NA,"Suburb:Large","Great Lakes",12500,0.4182,NA,0.1818,35100,451,26270,1.33612485725162,26162.33494,"Professional"
"3357","High",0.8058,NA,"Suburb:Large","Mid East",12500,NA,NA,0.1538,35100,366,25707,1.36538685961022,26162.33494,"Specialized"
"3358","High",0.814,NA,"Suburb:Large","Mid East",12500,NA,NA,0.2609,35100,337,25287,1.38806501364337,26162.33494,"Specialized"
"3359","Low",NA,NA,"Rural:Fringe","Far West",NA,NA,NA,0.5238,17500,110,17007,1.02898806373846,19808.93155,"Specialized"
"3360","Low",NA,NA,"Suburb:Large","Mid East",12000,NA,NA,0.3008,31100,23929,10469,2.97067532715637,29772.44575,"Specialized"
"3361","High",NA,NA,"Suburb:Midsize","Southeast",19339,NA,NA,0.5882,23100,322,25331,0.911926098456437,19415.04647,"Specialized"
"3362","High",NA,NA,"City:Small","Southeast",9500,NA,NA,NA,18000,135,25823,0.697053014754289,16160.31689,"Specialized"
"3363","Low",NA,NA,"City:Midsize","Southeast",10333,NA,NA,0.381,27400,1119,23076,1.18738082856648,16758.56082,"Specialized"
"3364","Low",NA,NA,"City:Midsize","Other",NA,NA,NA,1,15500,946,12009,1.29069864268465,7725.775352,"Specialized"
"3365","High",NA,NA,"Suburb:Large","Southeast",31075.5,0.2036,NA,0.0959,46200,1786,26941,1.71485839426896,25192.24054,"Professional"
"3366","High",NA,NA,"City:Large","Southeast",31075.5,0.1478,NA,0.1391,46200,1158,26758,1.72658644143807,25192.24054,"Professional"
"3367","High",NA,NA,"Suburb:Large","Southeast",31075.5,0.1822,NA,0.1119,46200,809,26776,1.72542575440693,25192.24054,"Professional"
"3368","High",NA,NA,"City:Small","Mid East",31075.5,0.1516,NA,0.1443,46200,680,26352,1.75318761384335,25192.24054,"Professional"
"3369","High",NA,NA,"City:Large","Southwest",31075.5,0.1436,NA,0.1346,46200,649,26352,1.75318761384335,25192.24054,"Professional"
"3370","High",NA,NA,"City:Large","Southwest",31075.5,0.1337,NA,0.1078,46200,627,26352,1.75318761384335,25192.24054,"Professional"
"3371","High",NA,NA,"City:Large","Southwest",23312,NA,NA,0.2069,36700,178,25924,1.41567659311835,22274.81682,"Professional"
"3372","Low",NA,NA,"City:Small","Plains",23500,NA,NA,0.2941,24500,314,19417,1.26178091363238,16480.72368,"Specialized"
"3373","High",NA,NA,"Suburb:Large","Plains",23125,0.5694,NA,0.3611,26700,734,23843,1.11982552531141,13298.8412,"Professional"
"3374","Low",NA,NA,"Rural:Fringe","Southeast",13685,NA,NA,0.4848,22700,1827,10948,2.07343807088053,27179.14301,"Specialized"
"3375","Low",NA,NA,"City:Small","Plains",31929,0.0769,NA,0.037,32100,650,20441,1.57037326940952,23871.03276,"Professional"
"3376","Low",0.5478,515,"Suburb:Midsize","New England",19500,0.5067,500,1,49700,2456,12185,4.07878539187526,90685.36249,"Comprehensive"
"3377","Low",0.6246,510,"Suburb:Midsize","New England",19500,0.4759,490,1,49700,738,11864,4.18914362778152,90685.36249,"Comprehensive"
"3378","Low",0.4915,505,"City:Midsize","New England",19500,0.5655,495,1,49700,1128,12206,4.0717679829592,90685.36249,"Comprehensive"
"3379","High",0.7333,NA,"Suburb:Large","Southeast",12500,NA,NA,0.2553,35100,623,26526,1.32323003845284,26162.33494,"Professional"
"3380","High",0.758,NA,"Suburb:Large","Southeast",12500,0.371,NA,0.125,35100,713,25421,1.38074820030683,26162.33494,"Professional"
"3381","Low",NA,NA,"City:Midsize","Southeast",5750,NA,NA,0.4623,27600,7960,10841,2.54589060049811,28184.30389,"Specialized"
"3382","High",0.8322,NA,"Suburb:Large","Far West",12500,0.3853,NA,0.2264,35100,635,24444,1.4359351988218,26162.33494,"Professional"
"3383","High",NA,NA,"City:Midsize","Far West",20000,NA,NA,0.1176,32500,456,27914,1.1642903202694,53057.94277,"Specialized"
"3384","High",0.5912,NA,"City:Large","Far West",35105,0.3504,NA,NA,31200,1049,26495,1.17758067559917,28628.1237,"Professional"
"3385","Low",NA,NA,"Suburb:Large","Rocky Mountains",24815,0.3595,NA,0.1087,25600,4083,21120,1.21212121212121,23407.67058,"Professional"
"3386","Low",NA,NA,"Town:Distant","Mid East",17455,NA,NA,0.1003,22700,4396,19657,1.15480490410541,26047.02674,"Specialized"
"3387","High",NA,NA,"City:Large","Rocky Mountains",31075.5,0.2162,NA,0.1233,46200,591,26352,1.75318761384335,25192.24054,"Professional"
"3388","High",NA,NA,"Suburb:Large","Great Lakes",31075.5,0.0707,NA,0.093,46200,750,27552,1.67682926829268,25192.24054,"Professional"
"3389","High",NA,NA,"Suburb:Large","Southeast",31625,0.5135,NA,0.0932,30400,1312,28601,1.06289989860494,35373.52283,"Professional"
"3390","High",0.9668,NA,"City:Small","Southeast",32303,0.164,NA,0.2299,37300,1629,25470,1.46446800157047,25143.8829,"Professional"
"3391","High",0.9659,NA,"Suburb:Large","Southeast",32303,0.2797,NA,0.1591,37300,598,28339,1.31620734676594,25143.8829,"Professional"
"3392","High",NA,NA,"Suburb:Large","Mid East",31075.5,0.1074,NA,0.233,46200,780,25804,1.79042008990854,25192.24054,"Professional"
"3393","High",NA,NA,"Suburb:Large","Mid East",31075.5,0.0784,NA,0.0851,46200,131,26352,1.75318761384335,25192.24054,"Professional"
"3394","High",NA,NA,"Suburb:Large","Southeast",9500,NA,NA,0.2857,19200,772,23635,0.812354558916861,17872.17975,"Specialized"
"3395","High",NA,NA,"City:Large","Great Lakes",31160,NA,NA,NA,34600,213,26387,1.31125175275704,24289.98038,"Specialized"
"3396","High",0.7225,NA,"City:Midsize","Southeast",9500,NA,NA,0.75,20700,362,27141,0.762683762573229,17487.15183,"Specialized"
"3397","Low",NA,NA,"City:Large","Southeast",9500,0.3169,NA,0.4118,23000,731,16998,1.35310036474879,15626.48926,"Professional"
"3398","Low",0.5248,NA,"NA","Great Lakes",26250,0.2826,NA,0.4167,21500,631,21979,0.978206469812093,23440.97455,"Professional"
"3399","High",NA,NA,"City:Large","Far West",23312,NA,NA,0.1786,36700,98,25924,1.41567659311835,22274.81682,"Professional"
"3400","High",0.7978,NA,"Suburb:Large","New England",12500,0.3803,NA,0.0556,35100,488,26023,1.34880682473197,26162.33494,"Specialized"
"3401","Low",NA,NA,"Suburb:Large","Far West",11360,NA,NA,0.5054,31600,2481,12107,2.6100602956967,30533.70773,"Specialized"
"3402","High",0.8243,NA,"NA","Southeast",41500,0.3631,NA,0.1455,42400,3640,29529,1.43587659588879,31997.28278,"Professional"
"3403","Low",NA,NA,"Suburb:Large","Far West",7301,NA,NA,0.2746,38300,2122,10460,3.66156787762906,39182.53792,"Specialized"
"3404","High",NA,NA,"Rural:Fringe","Plains",31075.5,0.0758,NA,0.099,46200,790,28292,1.63297045101089,25192.24054,"Professional"
"3405","High",0.696,NA,"City:Large","Rocky Mountains",25618.5,0.5399,NA,0.5455,33000,1655,36083,0.914558102153369,71045.29864,"Professional"
"3406","High",NA,NA,"Suburb:Large","Great Lakes",31075.5,0.1558,NA,0.1013,46200,513,28392,1.62721893491124,25192.24054,"Professional"
"3407","Low",NA,NA,"Town:Distant","Mid East",16333,NA,NA,NA,20800,73,19330,1.07604759441283,33611.34935,"Specialized"
"3408","Low",NA,NA,"Town:Remote","Mid East",16333,NA,NA,NA,20800,46,17250,1.20579710144928,33611.34935,"Specialized"
"3409","High",0.7917,NA,"NA","Mid East",41500,NA,NA,NA,42400,130,29706,1.42732107991652,31997.28278,"Professional"
"3410","High",0.9343,NA,"Suburb:Large","Great Lakes",19000,NA,NA,0.451,26400,331,34351,0.768536578265553,18635.20526,"Specialized"
"3411","High",NA,NA,"City:Midsize","Southeast",11285,NA,NA,0.56,21200,421,26403,0.802939059955308,15797.96925,"Specialized"
"3412","High",NA,NA,"City:Midsize","Southeast",11390,NA,NA,NA,24600,227,24251,1.01439115912746,17652.36381,"Specialized"
"3413","Low",NA,NA,"City:Large","Great Lakes",28285,0.4615,NA,0.2,23600,213,23173,1.01842661718379,34343.21378,"Specialized"
"3414","Low",0.7391,NA,"City:Large","Far West",NA,0.2222,NA,0.2222,26600,242,22161,1.20030684535896,48559.49083,"Specialized"
"3415","High",NA,NA,"City:Midsize","Southeast",9099.5,NA,NA,0.3226,22700,751,28974,0.78346103403051,20568.92057,"Specialized"
"3416","Low",NA,NA,"Suburb:Large","Southeast",9711,NA,NA,0.4138,23200,499,22744,1.0200492437566,20522.03486,"Specialized"
"3417","High",0.7143,NA,"City:Small","Southeast",9500,0.6875,NA,0.5625,20300,45,31111,0.652502330365466,26903.98395,"Specialized"
"3418","High",NA,NA,"Suburb:Large","Southeast",32500,NA,NA,NA,35200,555,24695,1.42538975501114,24137.06654,"Specialized"
"3419","High",0.4618,NA,"Suburb:Large","Great Lakes",31614,0.3945,NA,NA,26500,523,27343,0.969169440076071,21312.51033,"Professional"
"3420","High",0.8041,NA,"NA","Great Lakes",12500,0.2166,NA,0.1875,35100,600,26635,1.31781490519992,26162.33494,"Professional"
"3421","Low",NA,NA,"NA","Great Lakes",17100,NA,NA,0.2128,25600,5330,15803,1.61994557995317,32153.72904,"Specialized"
"3422","High",0.7013,NA,"City:Midsize","Southeast",9500,NA,NA,0.7407,19800,409,25070,0.789788591942561,16300.08909,"Specialized"
"3423","High",NA,NA,"City:Midsize","Far West",23335,0.7737,NA,0.2895,22300,1089,25461,0.875849338203527,24091.94297,"Professional"
"3424","Low",NA,NA,"NA","Plains",9167,NA,NA,0.1603,27100,2888,5781,4.68777028195814,27101.15515,"Specialized"
"3425","High",0.4881,NA,"City:Midsize","Southeast",28666,0.2368,NA,0.5443,26300,2092,36674,0.717129301412445,39710.5905,"Professional"
"3426","High",NA,NA,"NA","Southeast",21528.5,NA,NA,0.1071,21800,131,27642,0.788654945372983,18196.85938,"Specialized"
"3427","Low",NA,NA,"Rural:Distant","Southeast",20600,NA,NA,1,29100,1500,8971,3.24378553115595,38387.12559,"Specialized"
"3428","High",NA,NA,"Suburb:Large","New England",31075.5,0.1839,NA,0.1228,46200,261,28392,1.62721893491124,25192.24054,"Professional"
"3429","High",NA,NA,"City:Large","Southwest",31075.5,0.0707,NA,0.0159,46200,1190,27284,1.69330010262425,25192.24054,"Professional"
"3430","High",NA,NA,"City:Large","Southwest",31075.5,0.1722,NA,0.0599,46200,2366,27016,1.71009771986971,25192.24054,"Professional"
"3431","High",NA,NA,"City:Large","Great Lakes",31075.5,0.0963,NA,0.0684,46200,438,27356,1.68884339815763,25192.24054,"Professional"
"3432","High",NA,NA,"Suburb:Large","Rocky Mountains",31075.5,0.0909,NA,0.1087,46200,486,26712,1.72955974842767,25192.24054,"Professional"
"3433","High",0.653,NA,"Suburb:Large","Far West",35105,0.2748,NA,NA,31200,1214,27053,1.15329168668909,28628.1237,"Professional"
"3434","High",0.9375,NA,"NA","Southeast",41500,0.2813,NA,0.0941,42400,1183,29066,1.45874905387738,31997.28278,"Professional"
"3435","High",0.8166,NA,"NA","Far West",41500,0.2125,NA,0.1978,42400,747,30678,1.38209792033379,31997.28278,"Professional"
"3436","High",0.8713,NA,"NA","Rocky Mountains",41500,0.2769,NA,0.1111,42400,1298,30996,1.36791844108917,31997.28278,"Professional"
"3437","High",0.7828,NA,"Suburb:Large","Mid East",12500,NA,NA,0.1389,35100,651,25876,1.35646931519555,26162.33494,"Specialized"
"3438","Low",NA,NA,"Suburb:Large","Other",NA,0.7664,NA,0.3196,15300,1455,11452,1.33601117708697,7938.965402,"Specialized"
"3439","Low",NA,NA,"Town:Fringe","Plains",31929,NA,NA,NA,32100,174,18281,1.75592144849844,23871.03276,"Professional"
"3440","High",NA,NA,"City:Large","Southwest",31929,0.25,NA,NA,32100,314,23884,1.34399598057277,23871.03276,"Professional"
"3441","Low",NA,NA,"Suburb:Large","Plains",31929,0,NA,NA,32100,906,23237,1.38141756681155,23871.03276,"Professional"
"3442","Low",NA,NA,"City:Large","Southeast",23125,NA,NA,0.3333,26700,1014,20885,1.27842949485277,13298.8412,"Specialized"
"3443","Low",NA,NA,"City:Large","Southwest",23125,NA,NA,0.3636,26700,259,22125,1.20677966101695,13298.8412,"Specialized"
"3444","Low",NA,NA,"City:Large","Plains",23125,NA,NA,0.3571,26700,275,21226,1.25789126542919,13298.8412,"Specialized"
"3445","Low",NA,NA,"Suburb:Large","Southeast",25832,0.2153,NA,0.119,25800,768,23264,1.10900962861073,27970.90827,"Specialized"
"3446","Low",NA,NA,"City:Small","Southeast",20000,NA,NA,0.3061,21600,701,19987,1.08070245659679,19785.75023,"Specialized"
